レースID,1コーナー,2コーナー,3コーナー,4コーナー
200307020610,,,"(*2,3)11(1,5,12,15)16(9,6,18)7(4,17)10,14,8,13","(*2,3)11(1,9,5,12)15(6,16)7(10,18)(4,17)14,8,13"
200307020611,"5(3,8)(1,2)4,6-(7,9)","5(3,8)(1,2)4,6,7,9","5,8(1,2)(6,4)(3,9)7","5(1,8,2)(6,9)(7,4)3"
200307020612,"(*2,6,16)(1,8,10)15(3,5)(12,14)4,9(7,11)13","(2,*6)16(1,8,10)-(3,5,15)(4,12,14)9(7,11)13","6,10(2,5,15)(1,12,16,14)(4,3,7)(8,11)13,9","6(5,15)(2,10,14)12(1,7,11)4,3,13(8,9,16)"
200307020701,"(*10,14)2(8,11)(4,5,6,12)1-7,3,13-9","10(2,14)11(4,8,6)12(1,5)-(3,7)13-9","(*10,2)(14,11)(4,6)-(1,5)7,3-8=13-9,12","(10,*2)-(14,11)(4,6)-(1,7)(3,5)=8-13-9=12"
200307020702,"1,2,8(3,5,11)(6,12)(7,13)(15,16)(9,14)-10-4","1,2,8(3,5)11(6,7,12)13(9,14,15,16)10,4","1(2,8)(3,5)(11,12)6(7,14,13,15)9(10,16)-4","(*1,2)8,3(5,12)15(6,7)(9,13)(11,14)(10,16)4"
200307020703,"(*10,8)7(2,5,11)(3,12,13)(4,15)6(1,14)-9","(*10,8)(2,5,7)(3,12,11)(4,13)(6,15)(1,14)-9","8(7,11)(10,12)13(5,4,14)(2,9)3,15-6-1","(8,7,*12)11,10,13-4,14(5,9)2-3,15-6,1"
200307020704,,,"(*2,5)(6,8)18(3,10)(13,14)7(1,9)4-15-(17,11)16=12","2(6,5)(3,8)(10,18)13(7,9,14)(1,4)15(17,11)-16-12"
200307020705,"5,7(1,11)2(8,13)(3,4)10(6,15)(17,12)16,9,14","5(1,7,11)2(8,13)(3,4)10(6,15)(16,17)12(9,14)","5,11,15,7(1,13,12)2(3,8,17)(4,10)(16,9,6)14","(*5,11)15(1,7)(3,13,12)(2,17)(16,4,8)6(9,10)-14"
200307020706,"7,9(3,10,12)(1,6,14,13)11(2,8)5,4","7-9(3,12)(1,10)(6,14,13)11,2,8(5,4)","7-9(1,3,12)10(6,11,14,13)2(8,4)5","7(1,3,9)(6,12)(2,10)(11,14,13)(5,8)4"
200307020707,,,"18(10,11)(1,3,7,16,8)14(6,13)(2,4)(5,17)(9,15)12","18(10,11)8(1,3,7)(6,14,16)(2,4,17,13)(9,5)12,15"
200307020708,"3,7(5,15)4(1,12)(11,14)(6,13)16(9,10)-8-2","(*3,7)(5,15)4(1,12)(11,14)(6,13,16)9-10-8,2","(*7,15)(5,16)12(3,2)(4,14)(1,11)(6,13)9,10,8","(7,*15)(5,12)16,14,4(11,6,2)(3,9,13)(1,10)8"
200307020709,"13,7,11,14(8,10)(5,2,15)-16(4,9)12-6-3,1","13(7,11)14(8,10)2(5,15)(4,16)12,9,6-(3,1)","(*13,11,14)(7,10)12(8,2)(5,6)(16,15)9-3,1,4","(*13,11,14)10,7(2,12)5(8,6)16,15,9,3=(4,1)"
200307020710,,,"13-18,17(1,2,12,14,15)5(3,11)10,6(9,16)8-4,7","13-18(1,2)(12,17)(3,5,14,15)11,10,9(6,16)(4,8)-7"
200307020711,"5,7,9-(1,3)(6,8)2,4","5,7,9(1,3,8)(2,6,4)","5(7,4)(1,3,9)8(2,6)","5(1,7)(3,9)2(4,8)6"
200307020712,"14-(5,11)-(2,3)(10,12)-(7,6,15)(8,9,13)-16,4,1","14-(5,11)-(2,3)(10,12)-(6,15)7(8,9)13-(4,16)1","14-(11,3,12)-(2,10,9)(6,15,13)(7,1)(4,8,16)   5","14,12(11,3)(2,9)(6,10,15,1)(7,4,13)(8,16)   5"
200307020801,,,"13,14(12,16)(3,10)9-8(2,5)11(1,6,15)4=7","(*13,14)(12,16)-10,3,9(5,8)11(2,1)6(4,15)=7"
200307020802,,,"1(7,16)(11,12)(4,18)-6(3,17)(10,14)15(5,9)-2,13,8","(*1,7)16(11,12)4,18-6(10,17)5(3,9)14(15,2)(8,13)"
200307020803,"(10,*15)(2,13)5(3,6,8,14)1,9-(7,12)-4   11","10,15-(2,13)5(3,8,14)6,1,9-7,12-4   11","(*10,15)-(2,3,13)1,8-(6,14)(5,9)4,7-12   11","(*10,15)(3,13)(2,1)-9(6,8)14,4(5,7)=12   11"
200307020804,"(*1,4)(9,11)(2,14,5)(3,7,8)12(6,15,10)13","(*1,4)9(14,11)(2,7)(8,5)3,12(6,10)-(13,15)","(*4,9)11(1,14,8)(7,3,10)(2,13,12)5(6,15)","(4,*9)11(1,14)(7,8)3(2,13,10)12,15(6,5)"
200307020805,"(*13,5)10-2,9-12-(8,6)(11,3)1(7,4)14","13,5,2,10-9-12(8,6)-11,3-(1,4)7,14","9,13(8,5)(2,12)6,10-11-3,1-(7,14)-4","(*9,8)-(5,13,12)6,2,11,10-1,3-7,14-4"
200307020806,,,"(2,*6)(10,11,17)(9,13)(1,12)4(3,18)-(8,14,15)7   16,5","(*2,6)(9,11)(1,17)(10,12)4(3,13)18(8,14)(7,15)   16,5"
200307020807,"5,15,7(6,9)(1,14)4(3,8)11,12,10,13-2","5,15,7(1,9)(6,14)(3,4)(8,11)(10,12)13-2","(*5,15)-(1,7)(3,9)(8,6,14)(4,13)(10,11)12,2","5(3,1,15)(7,9)8(6,14)(10,4,13)(12,11,2)"
200307020808,"(*3,7,6,16)11(4,8)(2,13)(5,9,10)(1,14)-(12,15)","(*3,7)16(4,6)(8,11)13(2,9)(5,10)1,14-(12,15)","(*7,16)13(6,9,10)15(3,8,11)4(5,12)2(1,14)","(*7,16)13,9-(6,10,15)(8,11,12)4,3(2,5,1)-14"
200307020809,"11,7(4,13)(1,6,18)3(10,17)(9,15)(2,12)16,8-14-5","11-(4,7)(1,13)(3,6,18)(9,10,17)2(12,15)(8,16)-14-5","11(3,4)(1,7)(2,6)(12,13)(9,8,10)(18,15)(14,17,16)-5","11,4,1(3,2)(6,7,12)(9,8)10(14,15,13)18(17,16)-5"
200307020810,"16,3-(6,8)12,4(2,13)(5,9)(1,10,14)7(11,15)","(3,*16)-(6,8)12,4(2,13)5,9,1(10,14)-7,11-15","3(16,11)(6,12,13)(2,8,4,10)(5,14)-(1,9,15)7","11,3,6(16,13)(2,12,4,10)(8,5,14)(1,9,15)7"
200307020811,,,"5,10(3,6,18)(16,17)(2,9,8)15(4,13)(11,14)12,7   1","5(3,10)(6,18)(2,17,8)(14,13)(4,16)(11,9)15(7,12)   1"
200307020812,"(1,*13)(6,8)(4,7)(3,5)(9,10)(2,12)-(11,14)","13,1,8,6(4,7)(3,5)(9,10)2,12,11,14","13(1,8,7)(6,4)(2,5,9)3(14,10)(11,12)","13(1,7)(6,4,8)(2,9)5(11,3,14)(10,12)"
200307030101,"(*3,9)(1,5)10(2,6)(4,8,11)-7","3,9(1,5)(2,6,10)(8,11)4-7","3(5,10)(1,9,11)6(2,7)(4,8)","3(1,10,11)5(2,6,7)-(4,9,8)"
200307030102,,,"(*17,12)16,10(11,14)(1,15,5)8,2-(3,18)9,13,6(4,7)","(*17,12)16(10,11)(1,8,5)14,2-(3,15)(13,9)18,6(4,7)"
200307030103,,,"2(5,10,12,15)1,6,3,9,4(14,16)(7,13)(8,11)","2(5,10,12,15)1,6,3(4,9)-(14,16)-(7,13)8,11"
200307030104,"9(3,11)(1,2,15)12,4,6(7,8)5(14,10)-13,16","9,11,3(2,15)1,12,4(6,7,8)(5,14,10)-13-16","(*9,11,12)(15,14)(3,2)(1,8)(6,4,7,13)5,10-16","(9,*11)(3,2,12)(15,14)(6,1)(5,13)8(16,4,7,10)"
200307030105,"8(16,14)(7,9,2)(3,6)-(1,12)(5,11)(4,15,13)-10","8(16,14)(7,9,2)(3,6)(1,12,11)5(4,15,13)-10","(*14,5,2)(16,7)(8,11)-9,3-(12,6)-(1,4,13)15,10","14(5,2,7)-(16,11)(8,9)-3,12,6(1,4)(10,13)15"
200307030106,,,"14,10(2,12,16)3(4,5)7(9,6)(13,15)-1-8   11","14,10(2,16)12(4,3)(9,5)(6,7)15(1,13)-8   11"
200307030107,"14,15-9(8,11)(4,12)7(3,10)(2,6,16)(1,13)5","14-15-9(8,11)-(4,12)(3,7)10(6,16)(2,13,5)1","(*14,11)-(9,15,8)(4,12)(3,7)(16,5)(2,13)-6(10,1)","14,11-9,8,12(4,15,3)(2,7)(13,16)-(6,1,5)-10"
200307030108,"(*11,15)(6,9,13)(2,8,10,16)14(1,3,12)(4,7)5","(*11,15)(6,9)13(8,16)(2,10)(1,3,14)(7,12)4,5","11(15,13)(6,9,16)10(8,14)(2,7,12)3,5(1,4)","11(15,13)6(9,10,16)(8,7,14,12)(2,3,5)(1,4)"
200307030109,,,"16(6,14,15)(5,9)(8,17)(4,7,11)(1,2,12)10-13,3","16,14(6,15)(5,9)17,8(7,11)(4,1,12)2,10-(13,3)"
200307030110,"(9,5,*10)(3,13)7(1,12)-4,8(2,6,11)-14(15,16)","(*9,5,10)3,13-7(1,12)-4,8(2,6,11)-14-15,16","5,9(3,13,4)10(1,12,6)7,14(2,11,8)(15,16)","5-(9,13,4)(3,6)(1,12)(14,10,7)11(15,2)16,8"
200307030111,"12=(4,11)-(1,15,16)(2,5,9)(3,14)(6,10,7,13)8","12=(4,11)-(1,15)(2,16)(5,9)(3,14)(6,10,7)(8,13)","12(4,11)-16(1,15,9)2(3,5,14)(6,10)-(8,7)13","(*12,4)11,16(1,15,9)2(3,5)(6,10,14)(8,7)-13"
200307030112,,,"6,8(1,4,17)18(2,10)(7,11)(5,13)(12,14)16,3,15=9","6,8,1(4,17,18)2(7,10)(5,11,13)(12,14)-(3,16)15=9"
200307030201,"(*5,3)7(1,11)(4,10)(8,12)(6,15,16)(2,9,14)13","(*5,3)(1,4,7,11)10,8,12(6,15)16(2,9,14)-13","(5,*3)(4,7,11)8,1(6,12,10)(15,16,13)2(14,9)","(5,*3)(4,7,11)(8,13)(6,12)-(1,15,10)(2,14,9)-16"
200307030202,,,"6,7(10,16)(9,14)5-15-(1,13)12-(3,4)8=2,11","6,7,10(9,5,14)(15,16)(13,12)1(3,4)-8=11,2"
200307030203,,,"(*1,6)10(5,12)(2,7,16)3,8(11,13)-9,4-15   14","1,6,10,5(2,7,12)(3,16)-(11,8)13,9,4-15   14"
200307030204,"15,1(12,16)10,4(9,14)(11,13)(2,8)(3,5)=7   6","15,1(12,16)10-(4,14)(9,13)11(2,8,3,5)=7   6","(*15,1)(16,13)(12,14,3,5)(4,8)11(10,2)9=7   6","15(1,13)(16,3,5)(14,8)4,12(11,2)9-10,7   6"
200307030205,"13,4(1,11)(5,9,12)8-(2,6)(3,14,16)(7,10)-15","13,4(1,11)(5,12)(9,8)-(2,6)(3,14,16)-(7,10)-15","(*13,4)-5-(1,12)8(6,11,16)(2,9)(3,14,10,15)-7","(*13,4)5-(1,12)8(6,16)(2,3,9,10,15)11(7,14)"
200307030206,,,"(*16,12)(5,11)(2,9)(3,8,14,15)(10,13)(6,4)1-7","16,12(5,11)(2,9,15)8(3,10,14)13(6,4)1-7"
200307030207,"1-(4,6)9(3,12,15)(10,5,14,16)11(7,2)-13,8","1-(4,6)3(5,12,9)(10,15)(11,14)16-(7,2)13,8","1,4(3,15)(10,5,16)(9,14)12(11,2)-(7,8)(6,13)","1(3,4,15,14)9(10,5,16)(12,11)2(13,7)8=6"
200307030208,"2(9,16)(1,6)(7,13)15(3,10,11)14,12(5,8)-4","2,9(1,16)6-(7,13,15)(3,10)11(14,12)5,8,4","2(1,16)(9,13,6)(3,11,15)8(7,12)(5,10)4=14","2(1,16)-(13,6)(11,15)(3,9)5(7,12)(10,8,4)=14"
200307030209,,,"10,8(2,11)(9,12,16)(3,4,13,14)15(1,17)(5,18)-6-7","10,8(2,11)(9,12,16)(3,4)(13,14)(1,5,15)(6,18,17)-7"
200307030210,"6,12,8(9,11)(5,2,15)(1,4,10)(3,7,13)16-14-17","6,12(8,9,11)15(5,2)(1,10)4(3,7)(16,13)-14-17","(*6,11)(8,12,2,15)(5,9,1)4,10(16,3,7)13-14-17","(*6,11)(8,2,15)(5,1)(9,12,10)(16,4,7)(3,13)-(17,14)"
200307030211,"(*6,10)(1,7,8)(4,3)2(5,9)","(*6,10)(1,7,8)(4,3)(5,2,9)","10(3,9,2)8,7-4,6,5=1","10(3,9)2(8,7)-4-5,6=1"
200307030212,,,"(*9,10)(4,16)18(14,15)(11,12)(8,13,17)(6,5,7,3)-(1,2)","(*9,10)4,16(14,15,12)(11,18)(8,13)(5,7,17,3)6,2,1"
200307030301,"13(7,12)(2,5,10)1(3,8)(11,9)4(6,15)17(14,16)","13,7(2,12)(5,10)1,8(3,9)11(4,15)(6,17)16,14","(*13,7,12)(2,5,10)(1,3,15)8,17(4,11,9)-(14,16)-6","(13,7,*12,10)(2,5,15)(1,3)(8,17)(4,11)14,9,16-6"
200307030302,,,"13,8,11,2(4,14)(5,7,12)(6,10)(1,9)   3","13,8-(2,11)-14,4,12,7,10,5(6,9)1   3"
200307030303,"3,8-(4,9,10)(12,14)(1,13)(5,15)(2,11)16,6=7","3,8(9,10)4(1,12,14)(15,13)5(11,16)2,6=7","(*3,8)(9,10)(4,12,14)(6,2)(1,15)16(5,11)-13-7","(3,*8)(4,12,9,10)2(1,14,6)(15,16)(5,11)-13,7"
200307030304,,,"(*6,10,14)(15,16)(8,11)5(2,7)13(4,9)(3,12)-1","(*6,10,14)(11,15,16)(8,5,7)2(4,13)9(3,12)1"
200307030305,,,"(*7,10)(3,12)6,2,11,5(4,9,14)(1,13,15)(8,16)","(*7,10)-12,3,6,2,11(4,5)(1,9)(13,14)(8,16,15)"
200307030306,"5,16(3,10,14)(9,12)15(4,11)(6,13)(1,7)2,8","5,16-(3,10)14(9,12)-15(4,11)(6,13)-(1,2,7)-8","(5,*16)(10,14)3(12,7)9(11,2)13,6(15,4)1-8","16(10,14)(3,7)(5,9,12)(11,2)(13,6)-4(15,1)=8"
200307030307,"7-(15,16)(8,6,12,18)13(10,14,17)9(5,3,11)4-1,2","7-(15,16)(8,12,18)(6,13)(10,14,17)9,11(5,3)4-(1,2)","(*7,15)16(12,18)(8,6,13)14(10,9,17,11)(3,4)(1,2)-5","7,15,16(8,12,18)(14,6,13)(10,3,9)(1,17,4)(2,11)5"
200307030308,"2(3,11)10(4,9,16)(1,5)15(7,13)8,14(6,12)","2,3,11(4,10,16)(1,9)5(7,15,13)(8,12,14)6","2-(10,3,11,16)(9,13)(15,12,14)4(5,7,8)(1,6)","2,10,16(9,3,11,13)(15,12)(7,8,14)(5,6)(4,1)"
200307030309,,,"1-15,10(5,6,13)(16,17)(8,12)(9,14)(7,18)11,2(4,3)","1-15,10,5(6,13)8(7,14,16,17)(9,12)(11,18)(4,3)2"
200307030310,"9(10,8)-(4,3)(1,2,6,11)5-7","9,8,10-(4,3)11(1,2)(5,6)-7","9(8,3)10(4,11)(1,2,5)7,6","9(3,5)(10,11,7)(4,8,2)1,6"
200307030311,"13,16(7,11)(2,8)14,6,10(1,12)(9,15)(3,4,5)","13,16(7,11)8(2,14)-6,10(1,12)15(3,9)(4,5)","13,16(7,11)8,14(2,6,10)5(12,3)(9,4)1,15","(*13,16)(7,11)(8,14)(2,6)10(3,5)(12,4)9,1,15"
200307030312,,,"(*10,18)(1,11,8)16(6,17)(5,15)9-2(13,12)(4,14)3-7","(*10,18)(1,11,8)(6,16)15(5,17,9)-2,12,13(4,3)14=7"
200307030401,"3,10(11,13)-(6,14)4-1,12,7,8,2,5,9","3,10,11,13,14(4,6)-(1,12)-7,8(2,5)9","3(11,10,13)(6,14)12(1,7)2(4,8)(5,9)","(*3,13)(11,10,14)6(12,7)1(2,8)-(4,5,9)"
200307030402,,,"(*13,18)(3,7,5,12)(4,16)-6(8,11)14(1,10)(2,9,15)-17","13,18(3,7,5)(4,12,16)(8,6)-1,11,10(2,14,9)-(17,15)"
200307030403,"1-8,4,9(5,11)6,3,10-2-7","1(4,8)(9,11)(5,6)(3,10)-2,7","(1,*8)-(4,5,9)6(3,11)10-2,7","(1,*8)(4,6)5(3,10,9)-(2,11)7"
200307030404,,,"10(11,14)(4,6)7(3,9,15)(1,13)(2,8)-12   5","10(11,14)(4,6)7(1,3,9)(2,15)(13,8)-12   5"
200307030405,"(*4,7)(6,9)(8,10)(2,3,11,13)15-(5,12)(14,16)1","4,7(6,9)8(2,3)(11,10)-(5,15,13)12(14,16)1","(4,7,*9,8)(6,2,3)11,5-(12,15,10)(14,1)(16,13)","(4,7,9,*8)(2,3)11(6,5)-(12,14,1)(16,15)10,13"
200307030406,,,"6(2,8)11(9,13)(1,3,7,14,15)-(10,16)12-4-5","6(2,8)-(1,3,11)(9,13,15)(7,14)10(12,16)-4-5"
200307030407,"15,10(5,8,11)1(12,14,13)(4,9,7)16-3,2   6","15,10,8(5,11)(12,14)1,4(13,7)9(3,2,16)   6","(*15,10)(11,2)(8,12,14)(4,7)5-(3,13)9,1,16   6","(*15,10)(12,2)(8,4)(11,14)(5,7)3(13,9)-1-16   6"
200307030408,"11,3(1,8)(2,14,18)5(6,13)15,17(12,9)16(7,10)   4","11-3(1,8)(5,2,14,18)(6,13)(15,17)12,9(7,16)10   4","(*11,8)(18,15)(1,2,14,17)3(5,6,13,9)(12,10,16)7   4","11,8(2,18,17)(1,14,15)(5,9)(6,13)16(3,10)(12,7)   4"
200307030409,"15,16(4,6,8,10)14(1,7,11)(3,2)9,13,12=5","15,16(4,8,10)(11,14)(1,6)(7,2)3,9(12,13)=5","(*15,16,10)(8,11)(6,2)(7,14)(1,3,9)(12,13)-4=5","(*15,16,10)11(6,8,2)(1,7,14,9)(3,13)12-4=5"
200307030410,"11(5,14)(1,2)8(3,4,16)6(9,12)15,10,7-13","11,5(1,2,14)8(3,4)(6,16)12,9-(15,10)7-13","11(5,8)(1,14,6)(2,4)16(3,9,12)(10,13)7,15","(*11,8)(1,5,6)(2,4)9(16,12,13)(14,10)(15,3,7)"
200307030411,"12,16(10,9,11)5,4(6,8)1(3,13,15)2,7-14","12,16(10,9,11)5(4,6,8)1(13,15)3-(2,7)-14","(*16,12)11(9,5)10(4,6)(13,8,15)3(1,7)2-14","16(12,11)(9,5)(10,4,6)(13,15)3(1,8,7)2-14"
200307030412,"11,12-4,7(10,15)-(1,2)(16,13)9(5,8)(6,3,14)","11-12(4,7)(10,15)1,2(16,13)9(5,8)(6,3,14)","(*11,12)(4,7)15(10,1,13)(16,2,8)(6,5,9)14-3","(*11,12)(4,7)-(10,1,15,13)(16,8)(2,5)(6,9)14=3"
200307030501,,,"(*10,15)(4,8)(12,14)(3,6)13(5,7)(2,9)-(1,11)","10(15,8)(4,12,14)(3,6)(7,13)(5,9)(2,1)11"
200307030502,,,"(*5,7)(3,6)(1,13)8(12,15,16)(2,14)-(9,10)-(4,11)","(*5,7)(6,13)(1,3)8-12(2,14)15,16,10,9-(4,11)"
200307030503,"11,13(5,14)9(1,12)(6,8)(7,10,15)(3,16)-4,2","11,13(5,14)9(1,12)(6,8,10)(7,15)(3,16)-4,2","(*11,13)9,12(14,8,10,4,2)(5,16,15)7,3,6-1","(*11,13)9-12,4(8,10)(14,16,15,2,3)(5,7)6-1"
200307030504,,,"(*5,6)(4,10,13)8,15(3,9,11)(1,7,14)-2-12","(*5,6)(10,13)4(8,11)(3,9,15)7,1(2,14)=12"
200307030505,"15,2(13,14)1(4,10)-(5,11)(6,7)(8,9)-(3,12)","15,2(13,1,14)(4,10)(5,11)7(6,9)8-(3,12)","(15,*2,14)(11,7)(1,6)(13,4,8,9)5-10,3,12","(*2,14)(15,7)(6,8)11(1,4,9)(13,5)3,10,12"
200307030506,"16,5-(10,13)11(1,9)2(12,14)(8,6,15)-(3,7)4","16,5-(10,13)-11(1,9)-(2,14)12(6,15)8(3,7)4","(5,*16)(10,13)(1,14)(11,9)12(15,7)-(6,4)(2,8,3)","(5,*16)(10,13)(1,14)(9,12)(11,15,7)-(6,4)(8,3)-2"
200307030507,,,"(5,*14)(2,7,11)(6,12)13(10,15)3(8,9)16(1,4)","14,5(2,11)7(6,12)(10,13)-15(3,8)9(1,4,16)"
200307030508,"14,1(2,12)(3,4)(5,6)16(9,11,13)(7,15)-10   8","14,1,2,12(3,4)-(9,5)(11,6,16)(7,13)15-10   8","(2,*12)(14,5)9,4(1,16)(13,6)(15,10)11(3,7)   8","(2,*12)(14,5)9,4(13,16,10)-(1,6)(11,15)7,3   8"
200307030509,"10-14,5(6,9)(4,15)3(1,11)-(7,12)(8,13)2-16","10,14,5,6(4,9)(3,15)1-11-(7,12)(8,13)2-16","6(10,9)(5,14,4,3)(1,15,13)(12,11)7,16-8-2","6(9,4)(10,3,13)(5,12,11)(14,15,16)(7,1)-8-2"
200307030510,"13(3,4,5)12(6,9)10(2,8)(11,15)1-14=7","13(4,5)(3,12)(6,9)(8,10)(2,11)1-(14,15)=7","13,12,1,10-(9,11)8-5,14,6(3,4,15)2-7","13-12(1,10)-11-9-8,14-(6,4,15)5(3,2)=7"
200307030511,,,"15,9,5(8,11)(7,16)10,2(6,12,14)(4,13)3,1","15,9(5,8,11)-(7,10,16)2(13,6)4(12,14)(1,3)"
200307030512,,,"(*5,12)4(10,14)(3,11,13)(6,8)15-9(1,7)=2","5(4,12)(10,14)(6,11)3,8-13(9,15)(1,7)=2"
200307030601,"(2,*4,6,7)(5,8)(3,13)-(1,9)(11,12)10,14,15","2,4,6,5,7(3,8)-(1,13)9-12(11,14)(10,15)","(*2,4,6)(5,8)(13,9)(3,1)-(7,15)14-(12,10,11)","(2,4,*6)8,5-13(1,9)3-14(7,15)(12,10,11)"
200307030602,,,"3,6(5,9)(10,11)-7-8,2-4=1","3(5,6)(10,9)(7,11)-8-2-4=1"
200307030603,,,"10(8,11)(1,6,13)-(5,3,14)(2,12)(4,9,7)","10(8,11)(6,13)1,3(5,14)4,2,12(9,7)"
200307030604,,,"(6,*13)4(2,16)14,5(1,12)11,15(3,9)(7,8)-10","(6,*13)4-(2,16)12(5,14)-(1,11)(3,9)15(7,8)-10"
200307030605,"(*5,3)(11,16)(9,12,15)14,10,1(6,13)(2,7,4)-8","5,3,11(9,12,16)15(10,14)-(1,6)(13,4)(2,7)-8","3(9,11,4)(5,15)(10,12,14,7)13(6,2,16)-8=1","(*3,11,4)9(15,14,7)(10,12)13-(6,2)(5,8)-16=1"
200307030606,"14(10,13)(2,12)(4,1,8)(6,11)-(7,9)-(5,3)","14,13,10(2,12)(4,1,8)(6,11)-(7,9)(5,3)","(*14,7)-(13,8)(10,12,1)3,2(11,5)(4,6)-9","(*14,7)(13,8)1(10,12,3)2(11,5)(4,6)=9"
200307030607,"1(4,7)(5,8)(10,12)(3,15)(2,13)(9,16)14,6=11","1(4,7)(5,8)(3,10,12)15(2,13)(9,16)(6,14)=11","(*1,4)7(5,3,8,10,12)16(9,6,15)(13,14)2-11","(*1,4)(5,3,8,7)10(9,6,15)(13,14)(12,16)2,11"
200307030608,"3(13,16)1(2,6,8)(5,12)(4,7,10)(9,14)11=15","3-(1,13,16)(2,6,8)(5,12)(4,10)7(9,14)11=15","3(13,16,12)6(1,8,10)(2,5,14)(4,7,9)-11=15","3(13,12)(6,16,10)5(1,2,8,9,14)(4,7)11=15"
200307030609,,,"(*1,5)(2,10)8(6,16)-(3,13,12)(7,9)(14,15)11,4","(*1,5)(2,8,10)16,6-(3,13,12)(7,9)(14,15)(4,11)"
200307030610,"10,5,6-(3,4,7,8)-11,2-1   9","10,5,6(4,8)(3,7)11,2-1   9","(10,*5,6)-(8,11)-(4,1)7,2-3   9","(*5,6)(10,11)(8,1)-2,4,7=3   9"
200307030611,,,"2-1(3,8,14)(5,7)(9,16)(6,13)15(4,12)(11,10)","2,1(3,8)14,5(9,7)16(6,13)15,4(12,11)10"
200307030612,"10(4,12)9(2,13)(11,7)(1,8,14)(5,15,16)(3,6)","10,12,4-(9,13)(2,11)(7,14)(1,8)(15,16)5(3,6)","10-(4,12)(11,9,13)(7,14)(2,8)1(5,15)16(3,6)","10-4,12(11,9,13)(7,14)2(1,5,8)(3,6,15)16"
200307030701,"4(8,11,12)(3,6,14)(7,15)(2,5,16)-(1,9,10)-13","4,8(3,11)(6,12)(7,14)2(5,16,15)-(1,9,10)-13","4,8,11(3,6,12)(2,7)(5,14)16,13(1,9,10)-15","(*4,8)(11,12)(3,6)(2,7,5)-13(10,14,16)-1,9-15"
200307030702,"(*5,7)11(1,6,13)-8,3(4,12)-2=(9,10)","(*5,7)11(1,6,13)-8,3(4,12)-2-10,9","(*11,13)(5,6,8)(1,7,3,12,2)(4,10)=9","(*11,13)(6,8)-(5,1,3)(2,10)(4,12)7-9"
200307030703,,,"(*1,13)-15,7,16(4,9)3(2,6,10)(8,14)5(11,12)","(*1,13)-15,7,16(4,9)3,2(8,6)(5,10)(11,14)12"
200307030704,"14-12-(11,15)(1,10,16)2,7(3,4)13-(5,6)-8-9","14,12(11,15)(1,10,16)(4,2)3(13,7)-(5,6)-8,9","12(14,15)(1,16)(11,10,7,6)2(3,4)13(8,5)9","12(1,15,16,7)6,10,14(11,4,2)13(3,8)5,9"
200307030705,"3,5(11,14)(4,6)10,12(7,8)13(2,16)-(1,9)-15","3,5,14(4,11)(6,10)(7,12)8(2,13)16(1,9)-15","3(5,14)(4,11,10)-(13,16)-6(7,12)-(2,8)1-15-9","(*3,5)(4,11,14)10(13,16)-7(6,12)(8,1)2,15-9"
200307030706,,,"8,14(2,15)16,5,13(7,12)(6,9)4-(1,10)-(11,3)","8,14(2,15)(5,16)7(12,13)(4,9)6,1,10,3,11"
200307030707,"12(10,16)-2,5(4,9)(1,3,14,15)6,13(7,8)11","12,16,10-2,5,9,4(3,14,15)1,6,13(7,8)11","(*12,16)-2(10,5,13)4(3,14,9)(1,6)(8,11)15-7","(12,*16)-2-(10,5)(4,13)-(3,14)(9,11)(6,8)-(1,15)-7"
200307030708,"1,7(6,9,14)(3,10,11)8,5-13,2-4-12","1,7(6,14)9(3,10,11)(5,8)=13-(2,4)12","1,7,14(6,9,11)10,8,3,5-12-4-2,13","(*1,7)(6,9,14,11)10(5,8)3-12-4=(2,13)"
200307030709,"(*14,4)10(1,5,9,12,13)(3,8)6(2,7)11","(*14,4)10,13(1,5)9(3,12)-(2,6,8)(7,11)","(*14,4,13)-(10,9)(1,8)(5,11)(3,6)2-(7,12)","(*14,4)13-(10,9)(1,8)(5,11)-6(3,2)-(7,12)"
200307030710,,,"3,8(4,14,15)(7,9,10)(2,12)(1,13)(5,6)-16,11","3(4,8)15,14,7(2,9,10,12)(13,6)(1,5)16,11"
200307030711,"15,16(3,4)(2,8)(9,14)1(7,12)(10,13)6,11,5","15,16(3,4)8(2,14)9(1,7,12)(10,13)6,11,5","16-15,4(3,14)(2,12)8(7,13)(1,9,11)10,6   5","16,15(4,14)(3,12)(2,7)8(1,9)13(6,10,11)   5"
200307030712,,,"13,14(6,11)(1,10,16)(3,15)(2,8)12-(5,9)4   7","13,14-(6,11)10(1,16)(3,15)8,2,12-(5,9)4   7"
200307030801,,,"11,10(6,12,16)14(1,15)7,8-5(9,13)-4-3,2","11,10,6(1,14)(12,16)-7,15-(5,8,13)9-4-3,2"
200307030802,,,"5,10,2(6,4)1(11,13,7)3(9,15)-(12,14,16)=8","5,10,2(1,6,4)(11,13,7)(3,9,15)(12,16)-14=8"
200307030803,,,"9,12(14,15)(8,11)(13,16)7(3,5)(1,4)2=10=6","(*9,12)(14,11)(8,15)(13,16)(7,5)4-(3,1)-2=10=6"
